koi_id,Teff,Teff_err1,Teff_err2,logg,logg_err1,logg_err2,FeH,FeH_err1,FeH_err2
K02839,3941.00,71.00,-78.00,4.713,0.025,-0.028,-0.0400,0.1500,-0.1500
K02840,5676.00,172.00,-154.00,4.474,0.117,-0.156,-0.4800,0.3000,-0.3000
K02841,5135.00,84.00,-77.00,4.464,0.090,-0.036,0.1200,0.1500,-0.1500
K02842,3464.00,69.00,-55.00,4.923,0.044,-0.044,-0.1400,0.1500,-0.1500
K02845,4313.00,86.00,-77.00,4.662,0.006,-0.042,0.3600,0.1000,-0.2000
K02848,5691.00,77.00,-77.00,4.139,0.231,-0.116,0.2600,0.1500,-0.1500
K02849,5452.00,164.00,-164.00,4.535,0.030,-0.170,0.3600,0.1000,-0.3000
K02851,5370.00,85.00,-75.00,4.411,0.104,-0.076,0.1400,0.1500,-0.1500
K02852,5966.00,207.00,-207.00,4.493,0.054,-0.216,-0.0200,0.2500,-0.3000
K02853,5022.00,82.00,-82.00,4.485,0.083,-0.028,0.1800,0.1500,-0.1500
K02855,5487.00,82.00,-74.00,4.333,0.143,-0.104,0.1200,0.1500,-0.1500
K02856,6036.00,190.00,-211.00,4.382,0.090,-0.210,0.0200,0.2500,-0.3000
K02857,5937.00,71.00,-79.00,4.251,0.137,-0.112,0.1000,0.1500,-0.1500
K02859,5374.00,160.00,-144.00,4.555,0.088,-0.064,-0.6800,0.3000,-0.3000
K02860,6208.00,194.00,-259.00,4.454,0.052,-0.195,-0.1200,0.2500,-0.3500
K02862,3678.00,73.00,-80.00,4.755,0.028,-0.032,0.2600,0.1500,-0.1500
K02865,5926.00,164.00,-205.00,4.501,0.039,-0.221,0.0700,0.2500,-0.3500
K02866,6384.00,153.00,-192.00,4.419,0.062,-0.200,-0.1600,0.2500,-0.3000
K02868,5602.00,177.00,-197.00,4.571,0.036,-0.144,-0.1600,0.3000,-0.3000
K02869,6333.00,75.00,-82.00,4.229,0.099,-0.121,0.1600,0.1500,-0.2000
K02871,5553.00,74.00,-74.00,4.330,0.137,-0.100,0.1600,0.1500,-0.1500
K02874,5465.00,162.00,-146.00,4.598,0.030,-0.120,-0.2600,0.3000,-0.3000
K02876,5044.00,151.00,-136.00,4.551,0.078,-0.048,-0.2800,0.3000,-0.3000
K02877,5914.00,158.00,-193.00,4.483,0.054,-0.216,-0.0600,0.2500,-0.3000
K02878,5018.00,83.00,-75.00,4.492,0.077,-0.028,0.1400,0.1500,-0.1500
K02879,5653.00,169.00,-152.00,3.846,0.560,-0.140,0.0200,0.2500,-0.2500
K02880,5618.00,152.00,-169.00,4.494,0.072,-0.168,-0.1800,0.3000,-0.3000
K02882,4474.00,156.00,-171.00,4.670,0.032,-0.044,-0.3000,0.3000,-0.3000
K02883,4359.00,138.00,-172.00,4.611,0.056,-0.020,-0.0600,0.3000,-0.3000
K02886,5268.00,184.00,-184.00,4.594,0.035,-0.105,-0.0600,0.3000,-0.3000
K02890,5984.00,188.00,-188.00,4.521,0.039,-0.221,-0.2000,0.3000,-0.3000
K02894,5708.00,152.00,-169.00,4.521,0.050,-0.200,-0.0200,0.3000,-0.3000
K02898,6137.00,171.00,-214.00,4.471,0.052,-0.208,-0.1200,0.3000,-0.3000
K02899,5591.00,149.00,-166.00,4.559,0.036,-0.153,0.0700,0.2000,-0.3500
K02900,5204.00,168.00,-153.00,4.525,0.095,-0.104,-0.3200,0.3500,-0.3000
K02904,6133.00,111.00,-135.00,4.084,0.174,-0.130,0.3600,0.1000,-0.1500
K02906,6052.00,82.00,-82.00,4.183,0.154,-0.112,0.0800,0.1500,-0.1500
K02910,5011.00,192.00,-174.00,4.484,0.105,-0.105,0.2000,0.2000,-0.3000
K02913,5696.00,113.00,-101.00,4.247,0.130,-0.117,0.4400,0.0500,-0.1500
K02914,6461.00,175.00,-175.00,3.779,0.293,-0.098,-0.1200,0.3000,-0.2500
K02915,5637.00,101.00,-112.00,4.492,0.048,-0.112,0.0000,0.1500,-0.1500
K02919,5591.00,150.00,-166.00,4.559,0.033,-0.187,0.0700,0.2500,-0.3000
K02920,5511.00,82.00,-71.00,4.261,0.168,-0.112,0.1400,0.1500,-0.1000
K02921,5295.00,159.00,-143.00,4.548,0.052,-0.097,-0.1000,0.3000,-0.3000
K02923,5279.00,158.00,-142.00,4.588,0.039,-0.097,-0.1200,0.3000,-0.3000
K02924,5017.00,151.00,-136.00,4.516,0.075,-0.067,-0.0200,0.3000,-0.2500
K02925,5552.00,149.00,-149.00,4.349,0.180,-0.198,-0.0600,0.3000,-0.2500
K02926,3891.00,70.00,-86.00,4.718,0.018,-0.042,0.2100,0.1500,-0.1500
K02927,6197.00,194.00,-259.00,4.449,0.065,-0.195,-0.0800,0.2500,-0.3000
K02931,5010.00,100.00,-100.00,4.623,0.014,-0.052,-0.1600,0.1500,-0.1500
K02933,4412.00,155.00,-170.00,4.662,0.032,-0.042,-0.2000,0.3000,-0.3000
K02935,6434.00,152.00,-209.00,4.414,0.067,-0.202,-0.3600,0.2500,-0.3000
K02936,5496.00,82.00,-74.00,4.417,0.095,-0.095,0.1400,0.1500,-0.1500
K02942,5745.00,181.00,-201.00,4.559,0.042,-0.168,-0.2000,0.3000,-0.3000
K02943,5746.00,115.00,-104.00,4.309,0.137,-0.112,0.0000,0.1500,-0.1500
K02945,5749.00,153.00,-170.00,4.547,0.040,-0.160,-0.1000,0.2500,-0.3000
K02946,5926.00,187.00,-207.00,4.532,0.050,-0.200,-0.2000,0.3000,-0.3000
K02948,5557.00,122.00,-78.00,4.198,0.208,-0.112,0.0000,0.1500,-0.1500
K02949,5866.00,105.00,-117.00,4.191,0.162,-0.108,0.0000,0.1500,-0.1500
K02951,5561.00,111.00,-111.00,4.486,0.072,-0.080,-0.1800,0.1500,-0.1500
K02956,6277.00,126.00,-113.00,3.728,0.218,-0.073,-0.0600,0.1500,-0.1000
K02957,4786.00,76.00,-85.00,4.540,0.052,-0.017,0.1200,0.1500,-0.1500
K02958,6341.00,169.00,-207.00,4.446,0.054,-0.216,-0.2400,0.2500,-0.3000
K02959,4504.00,142.00,-178.00,4.713,0.058,-0.031,-1.0600,0.3000,-0.3000
K02961,6017.00,107.00,-131.00,4.326,0.084,-0.116,0.1400,0.1500,-0.1500
K02962,6164.00,171.00,-214.00,4.446,0.054,-0.216,-0.0200,0.2500,-0.3000
K02963,5951.00,71.00,-79.00,4.283,0.120,-0.120,0.1400,0.1500,-0.1500
K02964,6007.00,108.00,-133.00,4.353,0.084,-0.126,0.0000,0.1500,-0.1500
K02967,5646.00,186.00,-186.00,4.550,0.053,-0.158,-0.2800,0.3000,-0.3000
K02968,6133.00,134.00,-121.00,3.718,0.224,-0.096,-0.1400,0.2000,-0.1500
K02970,6046.00,121.00,-133.00,4.158,0.174,-0.101,-0.1600,0.2000,-0.1500
K02971,6313.00,113.00,-139.00,4.228,0.084,-0.126,0.3200,0.1000,-0.1500
K02972,5850.00,70.00,-88.00,4.297,0.120,-0.120,0.1600,0.1500,-0.1500
K02976,5267.00,156.00,-156.00,4.681,0.025,-0.075,-0.7600,0.3000,-0.3000
K02977,5758.00,78.00,-86.00,4.168,0.182,-0.098,0.1200,0.1500,-0.1500
K02980,6119.00,211.00,-232.00,4.472,0.056,-0.224,-0.1600,0.3000,-0.3000
K02981,5142.00,179.00,-179.00,4.515,0.088,-0.072,-0.1800,0.3000,-0.3000
K02982,5516.00,149.00,-149.00,4.544,0.048,-0.143,-0.1400,0.3000,-0.3000
K02984,6231.00,112.00,-137.00,4.276,0.076,-0.123,0.2800,0.1500,-0.2000
K02989,5383.00,159.00,-159.00,4.603,0.035,-0.112,-0.2200,0.3000,-0.3000
K02990,6038.00,163.00,-181.00,4.524,0.046,-0.184,-0.2800,0.3000,-0.3000
K02992,3952.00,86.00,-94.00,4.716,0.040,-0.036,-0.1000,0.2500,-0.3000
K02994,5282.00,84.00,-73.00,3.913,0.126,-0.103,0.1600,0.1500,-0.1500
K02995,6415.00,177.00,-243.00,4.374,0.065,-0.208,0.2100,0.2000,-0.3500
K02996,5380.00,160.00,-160.00,4.616,0.035,-0.105,-0.4000,0.3500,-0.3000
K02998,5858.00,157.00,-192.00,4.553,0.035,-0.184,-0.2600,0.3000,-0.3000
K03002,5721.00,103.00,-114.00,4.307,0.143,-0.104,0.0000,0.1500,-0.1500
K03004,5902.00,70.00,-79.00,4.128,0.182,-0.098,0.1600,0.1500,-0.1500
K03007,5646.00,67.00,-84.00,4.464,0.051,-0.119,0.1000,0.1500,-0.1500
K03008,5888.00,79.00,-79.00,4.061,0.238,-0.102,0.1400,0.1500,-0.1500
K03009,5231.00,174.00,-142.00,4.476,0.090,-0.110,0.0000,0.3000,-0.3000
K03010,3808.00,69.00,-76.00,4.734,0.033,-0.027,-0.0200,0.1500,-0.1500
K03013,5743.00,155.00,-155.00,4.553,0.033,-0.176,-0.1400,0.3000,-0.3000
K03014,6161.00,193.00,-236.00,4.454,0.054,-0.216,0.0700,0.2500,-0.3000
K03015,5799.00,117.00,-105.00,4.161,0.188,-0.101,0.0000,0.1500,-0.1500
K03017,5893.00,159.00,-159.00,4.395,0.149,-0.182,-0.4400,0.3000,-0.3000
K03019,5633.00,76.00,-76.00,4.296,0.150,-0.113,0.1600,0.1500,-0.1500
K03020,5745.00,86.00,-69.00,3.939,0.189,-0.081,0.3000,0.1500,-0.1000
K03022,5772.00,156.00,-173.00,4.528,0.038,-0.212,0.0000,0.2500,-0.3000
K03025,5382.00,167.00,-185.00,4.571,0.025,-0.136,0.1000,0.2500,-0.3000
K03026,5094.00,174.00,-157.00,4.450,0.104,-0.338,0.2600,0.2000,-0.2500
K03027,5076.00,166.00,-151.00,4.598,0.022,-0.088,0.1000,0.2500,-0.3000
K03028,5536.00,195.00,-162.00,4.566,0.029,-0.263,-0.1200,0.3000,-0.2600
K03029,5300.00,79.00,-79.00,4.385,0.126,-0.092,0.1800,0.1500,-0.1000
K03031,5641.00,169.00,-169.00,4.554,0.033,-0.176,-0.0600,0.3000,-0.3000
K03032,5343.00,186.00,-186.00,4.538,0.027,-0.153,0.4400,0.0500,-0.3000
K03034,3720.00,73.00,-81.00,4.764,0.054,-0.031,-0.1000,0.1500,-0.1500
K03037,5612.00,169.00,-169.00,4.566,0.030,-0.170,-0.1200,0.3000,-0.3000
K03038,5635.00,85.00,-77.00,4.117,0.203,-0.087,0.1400,0.1500,-0.1500
K03039,5952.00,161.00,-178.00,4.410,0.101,-0.188,-0.2400,0.3000,-0.3000
K03040,5988.00,188.00,-229.00,4.507,0.055,-0.176,-0.1200,0.2500,-0.3000
K03041,6217.00,169.00,-206.00,4.375,0.105,-0.195,-0.2200,0.2500,-0.3500
K03042,6075.00,189.00,-232.00,4.486,0.048,-0.192,-0.1200,0.3000,-0.3000
K03043,6137.00,80.00,-86.00,4.418,0.028,-0.105,0.1400,0.1500,-0.1500
K03045,6122.00,192.00,-235.00,4.471,0.052,-0.208,-0.1000,0.3000,-0.3000
K03048,5595.00,150.00,-150.00,4.581,0.034,-0.136,-0.2400,0.3000,-0.3000
K03049,4563.00,123.00,-137.00,4.704,0.032,-0.048,-0.7000,0.3000,-0.3000
K03050,5520.00,149.00,-182.00,4.572,0.034,-0.144,-0.0800,0.3000,-0.3000
K03051,6089.00,164.00,-186.00,4.527,0.035,-0.291,-0.3600,0.2800,-0.3000
K03052,5383.00,107.00,-107.00,4.528,0.042,-0.078,0.0000,0.1500,-0.1500
K03053,5911.00,177.00,-195.00,4.519,0.048,-0.204,-0.1000,0.3000,-0.3000
K03056,5296.00,159.00,-159.00,4.586,0.030,-0.120,0.0700,0.2500,-0.3000
K03057,5815.00,163.00,-204.00,4.540,0.048,-0.192,-0.1200,0.3000,-0.3000
K03060,6296.00,113.00,-126.00,4.210,0.125,-0.125,0.0700,0.1500,-0.1500
K03061,5135.00,84.00,-76.00,4.464,0.084,-0.039,0.1200,0.1500,-0.1500
K03063,6572.00,187.00,-258.00,4.365,0.062,-0.188,0.0700,0.2000,-0.4000
K03065,5837.00,177.00,-195.00,4.502,0.075,-0.163,-0.5200,0.3000,-0.3000
K03066,5165.00,170.00,-154.00,4.599,0.026,-0.097,0.0200,0.2500,-0.3000
K03068,4889.00,146.00,-131.00,4.637,0.032,-0.059,-0.2200,0.3000,-0.3000
K03069,5741.00,171.00,-188.00,4.365,0.108,-0.186,0.1800,0.2000,-0.3000
K03071,5011.00,134.00,-149.00,3.903,0.644,-0.297,0.0700,0.2500,-0.3000
K03072,5141.00,153.00,-153.00,4.505,0.088,-0.072,-0.1200,0.3000,-0.3000
K03073,5462.00,163.00,-163.00,4.560,0.028,-0.161,0.0400,0.2500,-0.3000
K03075,5702.00,189.00,-172.00,4.258,0.253,-0.207,-0.2800,0.3000,-0.3000
K03077,4791.00,143.00,-129.00,4.577,0.045,-0.036,0.0700,0.2500,-0.3000
K03078,6173.00,193.00,-236.00,4.447,0.056,-0.224,-0.0400,0.2500,-0.3000
K03083,5843.00,104.00,-127.00,4.421,0.040,-0.120,0.4000,0.0500,-0.1500
K03086,5201.00,83.00,-83.00,4.447,0.098,-0.035,0.1000,0.1500,-0.1500
K03088,5696.00,77.00,-77.00,4.519,0.021,-0.119,0.1400,0.1500,-0.1500
K03089,5269.00,184.00,-184.00,4.491,0.080,-0.120,0.0600,0.2500,-0.3000
K03090,3729.00,75.00,-67.00,4.733,0.039,-0.021,0.0600,0.1500,-0.1500
K03091,6347.00,170.00,-207.00,4.464,0.054,-0.216,-0.3400,0.2500,-0.3000
K03093,5812.00,104.00,-116.00,4.329,0.126,-0.115,0.0000,0.1500,-0.1500
K03094,3805.00,61.00,-76.00,4.767,0.025,-0.035,-0.1000,0.1000,-0.1000
K03095,5788.00,78.00,-86.00,4.442,0.051,-0.119,0.1600,0.1500,-0.1500
K03096,5559.00,165.00,-148.00,4.496,0.120,-0.120,-0.6400,0.3500,-0.3000
K03097,6006.00,72.00,-84.00,4.403,0.054,-0.117,0.0700,0.1500,-0.1500
K03101,6140.00,171.00,-236.00,4.455,0.056,-0.210,-0.0400,0.2500,-0.3000
K03104,5621.00,169.00,-169.00,4.514,0.058,-0.173,-0.0600,0.3000,-0.3000
K03105,5116.00,153.00,-138.00,4.591,0.061,-0.050,-0.4400,0.3500,-0.3000
K03106,5866.00,182.00,-203.00,4.473,0.054,-0.216,0.1800,0.2000,-0.3000
K03108,5868.00,140.00,-175.00,4.530,0.042,-0.179,-0.1200,0.3000,-0.3000
K03109,6460.00,116.00,-141.00,4.267,0.040,-0.128,0.4000,0.0500,-0.1500
K03110,6217.00,172.00,-216.00,4.437,0.056,-0.224,-0.0800,0.2500,-0.3000
K03111,5874.00,105.00,-117.00,4.338,0.126,-0.115,-0.1200,0.1500,-0.1500
K03112,5504.00,182.00,-182.00,4.583,0.038,-0.152,-0.1600,0.3000,-0.3000
K03113,4811.00,174.00,-174.00,4.626,0.058,-0.036,-0.5800,0.3500,-0.3000
K03114,6177.00,168.00,-168.00,3.993,0.266,-0.114,-0.3600,0.3500,-0.3000
K03115,6020.00,190.00,-232.00,4.427,0.070,-0.210,0.0200,0.2500,-0.3000
K03116,6338.00,172.00,-210.00,4.418,0.067,-0.202,-0.1000,0.2500,-0.3000
K03117,5569.00,100.00,-111.00,4.521,0.028,-0.112,0.1000,0.1500,-0.1500
K03119,3421.00,67.00,-51.00,5.014,0.045,-0.045,-0.3400,0.1500,-0.1000
K03120,5886.00,70.00,-88.00,4.345,0.084,-0.126,0.1600,0.1500,-0.1500
K03122,6231.00,125.00,-125.00,3.976,0.180,-0.105,0.2400,0.1500,-0.1500
K03123,5836.00,70.00,-87.00,4.316,0.115,-0.115,0.1600,0.1500,-0.1500
K03125,6256.00,114.00,-126.00,4.269,0.120,-0.120,-0.0800,0.1500,-0.1500
K03127,5808.00,78.00,-78.00,4.178,0.176,-0.095,0.1400,0.1500,-0.1500
K03128,6035.00,132.00,-120.00,3.745,0.231,-0.082,-0.1600,0.1500,-0.1500
K03130,5159.00,153.00,-153.00,4.508,0.093,-0.085,-0.1600,0.3000,-0.3000
K03131,5792.00,155.00,-172.00,4.547,0.036,-0.204,-0.1400,0.3000,-0.3000
K03132,6020.00,183.00,-183.00,3.922,0.285,-0.095,0.0000,0.2500,-0.2500
K03136,4935.00,147.00,-133.00,4.589,0.066,-0.039,-0.4200,0.3500,-0.3000
K03137,5376.00,160.00,-144.00,4.616,0.032,-0.104,-0.3400,0.3500,-0.3000
K03138,2703.00,0.00,0.00,5.274,0.000,0.000,0.0000,0.0000,0.0000
K03140,4234.00,128.00,-141.00,4.630,0.049,-0.021,-0.0200,0.3000,-0.3000
K03141,5624.00,76.00,-76.00,4.256,0.143,-0.117,0.3000,0.1500,-0.1500
K03142,6468.00,180.00,-225.00,4.363,0.062,-0.200,0.2100,0.1500,-0.3500
K03144,3675.00,73.00,-82.00,4.869,0.049,-0.055,-0.3200,0.1500,-0.1500
K03145,4805.00,144.00,-144.00,4.633,0.027,-0.059,-0.0600,0.3000,-0.3000
K03146,5675.00,76.00,-76.00,4.209,0.176,-0.108,0.1200,0.1500,-0.1500
K03147,5430.00,81.00,-73.00,3.923,0.188,-0.101,0.1600,0.1500,-0.1000
K03158,5051.00,177.00,-141.00,4.562,0.033,-0.023,-0.3600,0.3500,-0.1500
K03165,6263.00,81.00,-74.00,4.024,0.013,-0.013,-0.1800,0.1500,-0.1500
K03168,5843.00,78.00,-78.00,4.086,0.012,-0.010,-0.2000,0.1500,-0.1500
K03179,5721.00,102.00,-113.00,4.442,0.072,-0.117,0.0000,0.1500,-0.1500
K03184,5788.00,115.00,-115.00,4.178,0.176,-0.095,0.1200,0.1500,-0.1500
K03190,6047.00,120.00,-132.00,4.266,0.156,-0.104,-0.2200,0.1500,-0.1500
K03196,6117.00,135.00,-135.00,4.244,0.137,-0.112,-0.0400,0.1500,-0.1500
K03202,5132.00,69.00,-84.00,3.675,0.120,-0.132,-0.0800,0.1500,-0.1500
K03203,6404.00,129.00,-116.00,3.793,0.218,-0.058,-0.1800,0.1500,-0.1000
K03206,5780.00,nan,nan,4.438,nan,nan,0.0000,0.0000,0.0000
K03207,7056.00,169.00,-253.00,3.813,0.259,-0.111,0.0600,0.2000,-0.3000
K03208,5849.00,105.00,-117.00,4.426,0.076,-0.114,-0.0800,0.1500,-0.1500
K03209,6337.00,76.00,-82.00,3.893,0.253,-0.136,0.1600,0.1500,-0.1500
K03214,6033.00,183.00,-183.00,3.985,0.266,-0.114,-0.1000,0.3000,-0.3000
K03220,6352.00,113.00,-139.00,4.267,0.063,-0.117,0.3200,0.1000,-0.2000
K03224,5383.00,88.00,-72.00,4.112,0.329,-0.141,0.1600,0.1500,-0.1000
K03225,5513.00,169.00,-127.00,4.179,0.260,-0.140,0.0700,0.2500,-0.2000
K03226,6615.00,65.00,-92.00,4.173,0.108,-0.132,0.0400,0.1500,-0.2000
K03232,5734.00,104.00,-115.00,4.462,0.051,-0.119,0.0400,0.1500,-0.1500
K03234,6258.00,112.00,-124.00,4.307,0.080,-0.120,0.0000,0.1500,-0.1500
K03236,6312.00,114.00,-127.00,3.964,0.195,-0.105,0.1000,0.1500,-0.1500
K03237,5731.00,104.00,-115.00,4.372,0.105,-0.105,0.0800,0.1500,-0.1500
K03245,6035.00,120.00,-132.00,4.212,0.168,-0.112,-0.1600,0.1500,-0.1500
K03246,4872.00,97.00,-97.00,4.615,0.012,-0.051,0.1000,0.1500,-0.1500
K03248,5761.00,115.00,-115.00,4.383,0.105,-0.116,0.0000,0.1500,-0.1500
K03255,4550.00,81.00,-81.00,4.627,0.020,-0.030,0.0000,0.1500,-0.1500
K03258,5665.00,152.00,-169.00,4.568,0.036,-0.135,-0.2000,0.3000,-0.3000
K03259,5316.00,85.00,-74.00,4.470,0.070,-0.070,0.1400,0.1500,-0.1500
K03260,5541.00,83.00,-72.00,4.189,0.195,-0.105,0.1400,0.1500,-0.1000
K03261,6075.00,180.00,-198.00,4.486,0.054,-0.216,-0.1200,0.3000,-0.3000
K03262,6269.00,170.00,-227.00,4.405,0.054,-0.216,0.2100,0.2000,-0.3500
K03263,3638.00,72.00,-79.00,4.828,0.041,-0.054,-0.0600,0.1500,-0.1500
K03264,4794.00,144.00,-144.00,4.622,0.059,-0.032,-0.5000,0.3000,-0.3000
K03266,4406.00,118.00,-131.00,4.670,0.036,-0.040,-0.3400,0.3000,-0.3000
K03267,6214.00,186.00,-224.00,4.442,0.054,-0.216,0.0700,0.2500,-0.3500
K03271,5549.00,163.00,-163.00,4.600,0.045,-0.113,-0.5400,0.3000,-0.3000
K03274,5799.00,157.00,-175.00,4.539,0.044,-0.187,-0.1000,0.2500,-0.3000
K03277,6049.00,121.00,-121.00,3.800,0.210,-0.070,0.1800,0.1500,-0.1500
K03279,5982.00,189.00,-232.00,4.493,0.048,-0.192,-0.0400,0.2500,-0.3500
K03280,5936.00,158.00,-193.00,4.501,0.046,-0.184,0.0700,0.2000,-0.3500
K03281,5370.00,80.00,-80.00,4.337,0.145,-0.160,0.1800,0.1500,-0.1000
K03282,3899.00,78.00,-78.00,4.713,0.039,-0.021,-0.2000,0.1500,-0.1500
K03283,4944.00,145.00,-136.00,4.614,0.029,-0.076,-0.0800,0.3000,-0.2800
K03284,3749.00,75.00,-84.00,4.743,0.033,-0.033,0.1600,0.1500,-0.1500
K03286,4257.00,148.00,-163.00,4.648,0.059,-0.023,-0.3000,0.3000,-0.3000
K03287,5968.00,143.00,-178.00,4.534,0.046,-0.184,-0.2600,0.3000,-0.3000
K03288,5641.00,152.00,-152.00,4.408,0.120,-0.180,-0.0600,0.3000,-0.3000
K03296,4762.00,85.00,-76.00,4.535,0.056,-0.016,0.2000,0.1500,-0.1500
K03298,4463.00,159.00,-159.00,4.623,0.056,-0.024,-0.2800,0.3000,-0.3000
K03301,5631.00,169.00,-152.00,4.478,0.075,-0.175,-0.1200,0.3000,-0.3000
K03303,4987.00,151.00,-136.00,4.613,0.032,-0.063,-0.1200,0.3000,-0.3000
K03305,5436.00,187.00,-187.00,4.573,0.034,-0.136,0.0000,0.2500,-0.3000
K03306,5973.00,187.00,-229.00,4.506,0.050,-0.200,-0.1000,0.2500,-0.3500
K03307,5290.00,167.00,-167.00,4.460,0.117,-0.130,-0.1000,0.3000,-0.3000
K03308,5638.00,152.00,-152.00,4.391,0.171,-0.209,-0.4200,0.3500,-0.3000
K03309,5290.00,159.00,-159.00,4.460,0.116,-0.231,-0.1000,0.3500,-0.2500
K03310,5401.00,108.00,-97.00,4.464,0.075,-0.082,0.1200,0.1500,-0.1500
K03311,4774.00,57.00,-114.00,3.838,0.765,-0.128,0.3800,0.0500,-0.1500
K03312,5904.00,142.00,-178.00,4.543,0.044,-0.176,-0.2400,0.3000,-0.3000
K03313,4921.00,159.00,-145.00,4.591,0.024,-0.064,0.3000,0.1500,-0.3000
K03315,6086.00,164.00,-182.00,4.511,0.054,-0.216,-0.2600,0.3000,-0.3000
K03316,5288.00,159.00,-159.00,4.613,0.032,-0.097,-0.2400,0.3000,-0.3000
K03318,6020.00,211.00,-211.00,4.403,0.087,-0.203,-0.0600,0.2500,-0.3000
K03319,5794.00,78.00,-78.00,4.118,0.182,-0.098,0.1400,0.1500,-0.1500
K03320,5223.00,183.00,-183.00,4.520,0.051,-0.119,0.3400,0.1000,-0.3000
K03323,5562.00,83.00,-75.00,4.151,0.195,-0.105,0.1600,0.1500,-0.1000
K03324,5383.00,160.00,-144.00,4.587,0.030,-0.120,-0.1000,0.3000,-0.3000
K03329,6258.00,196.00,-261.00,4.442,0.067,-0.202,-0.1200,0.2500,-0.3000
K03330,4915.00,78.00,-78.00,4.512,0.067,-0.022,0.1600,0.1500,-0.1500
K03335,6246.00,173.00,-260.00,4.433,0.054,-0.216,0.0700,0.2500,-0.3000
K03337,5552.00,166.00,-166.00,4.562,0.038,-0.162,-0.0400,0.3000,-0.3000
K03339,5712.00,170.00,-170.00,4.382,0.189,-0.231,-0.5200,0.3500,-0.2500
K03340,6168.00,166.00,-185.00,4.452,0.081,-0.189,-0.5000,0.3000,-0.3000
K03341,5775.00,78.00,-78.00,4.193,0.162,-0.108,0.1400,0.1500,-0.1500
K03343,5538.00,83.00,-74.00,4.266,0.168,-0.112,0.1600,0.1500,-0.1500
K03344,5533.00,83.00,-74.00,4.275,0.168,-0.112,0.1600,0.1500,-0.1500
K03345,6370.00,160.00,-208.00,4.410,0.062,-0.188,-0.1000,0.2500,-0.3000
K03346,5929.00,106.00,-130.00,4.403,0.076,-0.123,-0.0600,0.1500,-0.1500
K03347,5530.00,166.00,-166.00,4.586,0.036,-0.144,-0.2200,0.3000,-0.3000
K03348,5566.00,83.00,-75.00,4.329,0.132,-0.108,0.1400,0.1500,-0.1500
K03349,6247.00,188.00,-206.00,4.489,0.050,-0.200,-0.3400,0.3000,-0.3000
K03352,5893.00,158.00,-176.00,4.423,0.084,-0.196,-0.0200,0.2500,-0.3000
K03353,5149.00,153.00,-153.00,4.506,0.093,-0.085,-0.1400,0.3000,-0.3000
K03354,5718.00,172.00,-189.00,4.479,0.078,-0.182,-0.2000,0.3000,-0.3000
K03355,6187.00,197.00,-241.00,4.432,0.072,-0.203,-0.2400,0.2500,-0.3000
K03356,6083.00,181.00,-199.00,4.563,0.036,-0.204,-0.5000,0.3000,-0.3000
K03358,5530.00,149.00,-149.00,4.541,0.050,-0.150,-0.1400,0.3000,-0.3000
K03361,5982.00,168.00,-210.00,4.493,0.050,-0.200,-0.0400,0.2500,-0.3500
K03363,6003.00,161.00,-179.00,4.507,0.052,-0.208,-0.1400,0.2500,-0.3500
K03365,5312.00,175.00,-159.00,4.103,0.406,-0.174,0.3400,0.1000,-0.2500
K03367,6195.00,169.00,-225.00,4.470,0.067,-0.216,-0.3000,0.3000,-0.3000
K03368,5947.00,160.00,-196.00,4.487,0.054,-0.202,-0.1200,0.3000,-0.3000
K03370,4891.00,78.00,-78.00,4.516,0.068,-0.020,0.1600,0.1500,-0.1500
K03371,5413.00,73.00,-81.00,4.579,0.011,-0.105,0.0700,0.1500,-0.1500
K03372,6215.00,194.00,-259.00,4.440,0.065,-0.208,-0.0600,0.2500,-0.3500
K03374,6144.00,80.00,-80.00,4.106,0.159,-0.130,0.1400,0.1500,-0.1500
K03375,5889.00,186.00,-206.00,4.492,0.065,-0.208,-0.1600,0.3000,-0.3000
K03377,4338.00,117.00,-143.00,4.731,0.065,-0.035,-1.0400,0.3000,-0.3500
K03379,6283.00,176.00,-220.00,4.472,0.054,-0.216,-0.3000,0.3000,-0.3000
K03383,5513.00,166.00,-166.00,4.551,0.048,-0.143,-0.1600,0.3000,-0.3000
K03384,6047.00,120.00,-133.00,4.387,0.066,-0.123,0.0000,0.1500,-0.1500
K03389,5640.00,76.00,-84.00,3.679,0.245,-0.105,0.1200,0.1500,-0.1500
K03391,4342.00,117.00,-143.00,4.699,0.063,-0.031,-0.8000,0.3000,-0.3500
K03393,5751.00,78.00,-78.00,4.234,0.149,-0.108,0.1600,0.1500,-0.1500
K03394,6214.00,186.00,-224.00,4.442,0.052,-0.208,0.0700,0.2500,-0.3500
K03395,5912.00,158.00,-175.00,4.453,0.098,-0.182,-0.3800,0.3000,-0.3000
K03396,5818.00,145.00,-174.00,4.554,0.040,-0.160,-0.2200,0.3000,-0.3000
K03397,6559.00,158.00,-248.00,4.357,0.065,-0.182,-0.0400,0.2500,-0.3500
K03398,5745.00,86.00,-77.00,3.499,0.259,-0.129,0.4000,0.0500,-0.1500
K03401,5641.00,76.00,-76.00,4.258,0.162,-0.108,0.0700,0.1500,-0.1500
K03403,5710.00,114.00,-91.00,4.073,0.201,-0.093,0.0000,0.1500,-0.1500
K03404,5626.00,76.00,-84.00,4.467,0.051,-0.119,0.1400,0.1500,-0.1500
